uai,nom_etablissement,nombre de lettre,_3eme_total,longitude,latitude,taux_de_reussite_g
0060841G,Collège Jean-Henri Fabre,24,173,7.251520493631353,43.731182936513065,76.0
0061131X,Collège Maurice Jaubert,23,179,7.299920102794202,43.73776974723289,89.0
0061211J,Collège Pablo Picasso,21,164,7.055986940991657,43.57938575103072,97.0
0830834F,Collège André Léotard,21,113,6.755632401599427,43.43804774313768,79.0
0830180V,Collège Henri Wallon,20,129,5.870136453438233,43.112711393187055,83.0
0830148K,Collège Maurice Genevoix,24,99,5.981563479156738,43.12280635009742,89.0
0830955M,Collège George Sand,19,72,5.915652061746194,43.1295936654314,88.0
0030010V,Collège Maurice Constantin Weyer,32,146,3.4542099569016824,46.13596769070815,95.0
0030021G,Collège André Boutry,20,36,2.9382700300091456,46.73330275355253,69.0
0030838V,Collège Emile Guillaumin,24,130,3.3373404314432116,46.5439993014262,67.0
0631522M,Collège Albert Camus,20,153,3.1076595294985236,45.80771203821128,95.0
0631762Y,Collège de la Durolle,21,86,3.5977494268825336,45.87241859489041,82.0
0381604M,Collège Vercors,15,81,5.743450407698,45.177163473158906,81.0
0382035F,Collège Charles Munch,21,201,5.7371100497222685,45.173750473834154,97.0
0010987T,Collège Jean Rostand,20,146,5.6713336668774454,46.269703224742685,76.0
0010975E,Collège Jacques Prévert,23,164,6.031359448747479,46.247648621001346,84.0
0010039M,Collège de l'Albarine,21,62,5.431009651453726,45.9415466100717,67.0
0421852K,Collège Louis Aragon,20,103,4.073359762134991,46.08143045710371,72.0
0421688G,Collège Jean Rostand,20,103,4.536359707872857,45.47898323665883,94.0
0420916T,Collège Puits de la Loire,25,138,4.3727497411511065,45.44486266638672,72.0
0690007H,Collège Emile Zola,18,187,4.749254142615913,46.104989457870936,86.0
0693834T,Collège Théodore Monod,22,150,4.903545049869182,45.730537988992765,82.0
0692157V,Collège Georges Brassens,24,116,4.975196301146557,45.76858335729128,75.0
0690131T,Collège Raoul Dufy,18,107,4.847529171105776,45.75881533570775,63.0
0690060R,Collège Jean Mermoz,19,65,4.888826360955459,45.733786848574546,69.0
0692703N,Collège Jean de Verrazane,25,103,4.8045964418779015,45.77380490983354,81.0
0691673U,Collège la Clavelière,21,84,4.816378481441572,45.71036416281546,85.0
0690076H,Collège Marcel Pagnol,21,71,4.818619042548059,45.69940404147715,87.0
0691666L,Collège Aimé Césaire,20,115,4.9158810193013665,45.78502996666985,73.0
0250056A,Collège Jouffroy d'Abbans,25,181,6.8414497402084065,47.512047196475024,99.0
0700787A,Collège Pierre et Marie Curie,29,174,6.762087449574923,47.58351364721891,99.0
0700788B,Collège André Masson,20,81,6.280997557632508,47.88494769327435,92.0
0390907Z,Collège Saint-Exupéry,21,163,5.565940517303166,46.67961909845252,84.0
0900018F,Collège Arthur Rimbaud,22,116,6.857039761694281,47.64083530643682,74.0
0211162Z,Collège Gaston Bachelard,24,91,5.00519949831528,47.315243324547,72.0
0580005R,Collège Bibracte,16,37,3.930719582927924,47.057963290389715,64.0
0890977D,Collège Jacques Prévert,23,117,3.5047583866224055,47.96919238644468,91.0
0890790A,Collège Champs Plaisants,24,229,3.3022489196375333,48.19287771997059,79.0
0350734H,Collège les Chalais,19,121,-1.6798204949066526,48.0850336808838,90.0
0560214D,Collège Paul Langevin,21,114,-3.2723696557078217,47.80278839994521,85.0
0180593X,Collège Victor Hugo,19,149,2.4095705883585388,47.11022608113902,89.0
0280918W,Collège Anatole France,22,74,1.35059988891993,48.081228983306346,70.0
0280803W,Collège Edouard Herriot,23,127,1.449800104604184,48.439255747831666,82.0
0280753S,Collège Nicolas Robert,22,136,1.361220145084155,48.7165647756616,87.0
0370766G,Collège Jacques Decour,22,70,0.7222894684723303,47.39415936499023,89.0
0371391L,Collège Stalingrad,18,95,0.729730012687513,47.390112723691864,70.0
0370041U,Collège Jules Michelet,22,102,0.694659408190326,47.38429543035467,68.0
0451544J,Collège André Chêne,19,163,1.9122506312627523,47.93325544876024,71.0
0450789N,Collège Le Grand Clos,21,97,2.7404901919260425,47.999178474560026,85.0
0450939B,Collège Alain-Fournier,22,149,1.9304602299494644,47.832425345041756,81.0
6200084X,Collège du Stilettu,19,130,8.775446258416242,41.94500358104066,85.0
6200040Z,Collège Léon Boujot,19,149,9.279163568037063,41.59000247913734,78.0
7200012A,Collège Saint-Joseph,20,51,9.447592957238072,42.69051320906186,63.0
7200027S,Collège de Luri,15,29,9.405049818626777,42.896769650260076,82.0
7200160L,Collège Henri Tomasi Penta di Casinca,37,114,9.505674437286494,42.45178925697593,84.0
0541211Y,Collège Émile Gallé,19,128,6.2216805889771125,48.70004339242134,93.0
0540088C,Collège Anatole France,22,54,5.790349509391255,49.544708645677595,76.0
0572180K,Collège Pierre Adt,18,134,6.892720395707076,49.17944235060765,84.0
0573244S,Collège René Cassin,19,177,6.198930398168907,49.300426963854264,69.0
0572168X,Collège François Rabelais,25,106,6.171610513476223,49.09748024340159,72.0
0570104D,Collège Nicolas Untersteller,28,123,6.916059753764804,49.19226476766512,81.0
0881145S,Collège Maurice Barrès,22,125,6.2900766245311726,48.36784764327686,77.0
0880149J,Collège Saint-Exupéry,21,84,6.456000415426163,48.185798720478864,63.0
0880151L,Collège Vautrin Lud,19,158,6.949055257801907,48.2965377650545,92.0
0080046G,Collège Elisabeth de Nassau,27,76,4.952700028804294,49.69952689828173,94.0
0520822L,Collège Cressot,15,63,5.156077998088681,48.44041161771185,90.0
0671822S,Collège Lamartine,17,118,7.7379675122498215,48.613869294101725,92.0
0672194W,Collège Nelson Mandela,22,168,7.72096125009272,48.52084991896933,69.0
0670105A,Collège Lezay Marnésia,22,154,7.745844401973917,48.548950183178,85.0
0680111B,Collège Saint-Exupéry,21,180,7.363610295368171,47.75963911807598,86.0
0681961M,Collège Bel Air,15,123,7.305630218908527,47.72996303769056,79.0
9710025A,Collège Fernand Balin,21,55,-61.5061854346642,16.476076319044715,73.0
9710015P,Collège Général De Gaulle,25,174,-61.34962529479824,16.332028081035617,84.0
9710938T,Collège Aurélie Lambourde,25,195,-61.502345644669006,16.27198710583062,79.0
9710661S,Collège Nestor de Kermadec,26,72,-61.533442001299115,16.234838556811745,84.0
9730306V,Collège Omeba Tobo (Kourou III),31,157,-52.65014296332478,5.173465451024606,84.0
9730182K,Collège La Canopée (Matoury I),30,247,-52.329340866552606,4.842455625029976,71.0
9730218Z,Collège Lise Ophion (Matoury II),32,190,-52.34283961232714,4.889986958705637,72.0
9730381B,Collège Capitaine Charles Tafanier (Papaichton),47,50,-54.14644991383088,3.8129691227780143,94.0
0020030X,Collège Camille Desmoulins,26,102,3.636139990380132,49.904117444645166,83.0
0020039G,Collège Colbert Quentin,23,53,3.7837402781289144,50.010015248146175,86.0
0020054Y,Collège Montaigne,17,75,3.3006106526847714,49.863072917494954,86.0
0020067M,Collège Condorcet,17,97,3.913780610941681,49.83633842228259,84.0
0020072T,Collège Simone Veil,19,59,3.5989303801184933,50.0142430908917,86.0
0600007G,Collège Henri Baumont,21,161,2.102389643192186,49.4393634706028,79.0
0600018U,Collège Gaëtan Denain,21,106,2.82072362679193,49.410872621247876,77.0
0601821D,Collège Emile Lambert,21,133,2.4906196170819275,49.292149071415714,80.0
0800019L,Collège César Franck,20,134,2.3100044963253885,49.91209371964029,79.0
0801263N,Collège Arthur Rimbaud,22,139,2.3002035710983417,49.911817926559415,84.0
0801616X,Collège Guy Mareschal,21,108,2.327364180638817,49.8706672638455,84.0
0800036E,Collège Victor Hugo,19,117,3.0783694797933276,49.752911910562936,73.0
0801341Y,Collège Louise Michel,21,115,2.780002233952314,49.70433315333516,81.0
0590006L,Collège Les Rochambelles,24,127,3.5010114530765613,50.37346121465078,89.0
0595175E,Collège Fénelon,15,120,3.2289302757058485,50.1757149656532,83.0
0595277R,Collège Jacques Prévert,23,140,3.421170555940896,50.12524217659558,83.0
0595190W,Collège Gayant,14,77,3.124549464711073,50.40191279499383,86.0
0594168K,Collège Jean Zay,16,69,3.9204097660583948,50.29266344220489,81.0
0593486U,Collège Félicien Joly,21,83,3.571800073022058,50.43703364705557,78.0
0595172B,Collège Eugène Thomas,21,239,3.645209621701694,50.24844416685529,91.0
0590131X,Collège Jean Jaurès,19,100,3.0101893111682183,50.64095215509568,76.0
0593686L,Collège Jacques Brel,20,82,3.9650896805773166,50.26333776604779,79.0
0593483R,Collège Robert Desnos,21,116,3.200689310892901,50.342317608166105,73.0
0590155Y,Collège Descartes,17,90,3.1070795554789647,50.6356690520175,83.0
0594303G,Collège Jehan Froissart,23,100,3.657790588229318,50.40095515303546,85.0
0594408W,Collège Germinal,16,110,3.4816293075127525,50.3955694812591,78.0
0593237Y,Collège Gernez Rieux,20,128,3.0907898474551434,50.5983131333799,98.0
0590190L,Collège Jean-Baptiste Lebas,27,113,3.1830697839593847,50.68101814010843,79.0
0594293W,Collège Albert Roussel,22,143,3.168440278617063,50.723100630457324,84.0
0590238N,Collège Romain Rolland,22,69,3.107990599187455,50.38602048362716,77.0
0622863A,Collège Adam de la Halle,24,143,2.7673305314071426,50.26837738946462,92.0
0622094P,Collège Jean Jaurès,19,175,2.4006094467249137,50.635453038636626,83.0
0622268D,Collège Jean Moulin,19,122,2.622779628122749,50.4579458797513,68.0
0622424Y,Collège Langevin-Wallon,23,117,2.7378298991850905,50.45108347226466,80.0
0622791X,Collège Victor Hugo,19,132,2.901050524240089,50.45054798315641,78.0
0620096T,Collège Jean Macé,17,91,2.938790907188865,50.41155165553044,75.0
0620119T,Collège Pierre et Marie Curie,29,148,2.7557494341030004,50.43556699322092,85.0
0622269E,Collège Anatole France,22,179,2.6625203622757074,50.47179839596067,81.0
0620158K,Collège Paul Langevin,21,112,2.905140015843999,50.40516019431543,82.0
0771476L,Collège Georges Politzer,24,148,2.6401359451113526,48.521246397126866,86.0
0771172F,Collège Albert Camus,20,133,2.9090469708554823,48.94843462333384,81.0
0771420A,Collège Beaumarchais,20,138,2.9125511571538625,48.94874387341907,90.0
0771618R,Collège les Maillettes,22,130,2.588544875994292,48.623866275210915,95.0
0771567K,Collège Paul Eluard,19,174,2.9685607084546386,48.40066590235061,82.0
0931184G,Collège Jean Moulin,19,173,2.390350112040794,48.907908690020946,76.0
0931185H,Collège Gabriel Péri,20,168,2.4007070242400093,48.91838924269135,84.0
0931709C,Collège Henri Wallon,20,119,2.38832462792748,48.9113525929103,90.0
0931005M,Collège Pierre Curie,20,146,2.4883438302790157,48.89208184374728,92.0
0931612X,Collège Jean Zay,16,129,2.4803414933480394,48.91032303970648,85.0
0931788N,Collège Henri Sellier,21,129,2.4924471109186452,48.900669701815026,75.0
0931221X,Collège Louise Michel,21,192,2.5341241196344164,48.90714224608955,91.0
0932366S,Collège Robert Doisneau,23,116,2.5459725874189942,48.912290326662045,77.0
0931199Y,Collège Aretha Franklin (ex Paul Langevin),42,119,2.4242097754084098,48.92320869507294,90.0
0931377S,Collège Jacques  Jorissen,25,177,2.4698404916640575,48.91646597239605,81.0
0931207G,Collège Evariste Galois,23,123,2.319556052256796,48.95104612751377,87.0
0931188L,Collège Raymond Poincaré,24,178,2.391703841222832,48.929472614370944,67.0
0931765N,Collège Alfred Sisley,21,90,2.329565458841232,48.945994622070394,94.0
0931707A,Collège Pablo Picasso,21,172,2.5780725817817616,48.89959545083097,91.0
0931209J,Collège Georges Politzer,24,87,2.473696940728375,48.86218508338225,84.0
0932579Y,Collège Césaria Evora,21,139,2.460121583402077,48.8665853173967,93.0
0931710D,Collège Olympe de Gouges,24,159,2.4711429990908096,48.88819132477325,80.0
0931218U,Collège Jean Lolive,19,134,2.4017546727489063,48.90084996908324,73.0
0931381W,Collège Gustave Courbet,23,182,2.441411379667264,48.87871506233707,98.0
0931231H,Collège Pierre de Geyter,24,135,2.3523546266562696,48.93283839694313,87.0
0931232J,Collège Henri Barbusse,22,127,2.376866669818841,48.940187798731856,77.0
0931143M,Collège Jean Jaurès,19,204,2.3359316509739516,48.91092882393774,93.0
0931144N,Collège Jules Michelet,22,105,2.345992181917522,48.90421506495199,89.0
0932261C,Collège Joséphine Baker,23,115,2.337342996675949,48.906273716715745,82.0
0931190N,Collège Evariste Galois,23,181,2.5199673191027494,48.94547123341275,78.0
0931147S,Collège Barbara,15,136,2.369629184725014,48.95142148251619,77.0
0931607S,Collège Jean Jaurès,19,186,2.550638880906192,48.94924832230904,84.0
0932263E,Collège Camille Claudel,23,114,2.562100468230234,48.953187214679055,88.0
0931206F,Collège Jean Vilar,18,139,2.3434594675069613,48.95284036866517,88.0
0941095E,Collège Paul Eluard,19,142,2.4825566041789147,48.768196928477295,74.0
0941299B,Collège Paul Vaillant-Couturier,31,190,2.540472333783582,48.813289883659344,62.0
0940071S,Collège Liberté,15,108,2.348640813737571,48.77092537382796,88.0
0941231C,Collège Henri Matisse,21,109,2.4094274904109705,48.75981244503926,77.0
0940521F,Collège Louis Pasteur,21,136,2.462168822055753,48.78434924334252,87.0
0940551N,Collège Eugène Chevreul,23,171,2.339959690739277,48.77532804779816,74.0
0941024C,Collège Jules Ferry,19,60,2.434551245936811,48.79246922741321,88.0
0941042X,Collège Dorval,14,145,2.3970845455341996,48.743915400557626,89.0
0940791Z,Collège Pierre Brossolette,26,179,2.4627014018769846,48.73275912469773,86.0
0941411Y,Collège les Prunais,19,189,2.5495448859272365,48.832004176382355,71.0
0941033M,Collège Jean Perrin,19,134,2.380065590824601,48.79558974328478,68.0
0941034N,Collège Joseph Lakanal,22,99,2.383360402437281,48.793714454965944,75.0
0752694W,Collège Camille Claudel,23,94,2.364556476993583,48.82057696005296,91.0
0753937X,Collège Evariste Galois,23,90,2.358378890375754,48.81844211962522,95.0
0752544H,Collège François Villon,23,113,2.3058203184226214,48.826222298748995,84.0
0755433Y,Collège Aimé Césaire,20,108,2.361979663421302,48.88757577390621,86.0
0750575T,Collège Sonia Delaunay,22,102,2.3781295808104668,48.88593403764282,84.0
0751706X,Collège Charles Péguy,21,106,2.3765363330905975,48.876290341092364,91.0
0750552T,Collège Françoise Dolto,23,110,2.386915052880952,48.873957115380314,77.0
0750591K,Collège Henri Matisse,21,133,2.4019754598712404,48.85645660780397,97.0
0752198G,Collège Pierre Mendès-France,28,154,2.4111599096639362,48.86805779207705,81.0
0753939Z,Collège Jean Perrin,19,83,2.411192497090158,48.85685306092131,87.0
0755241P,Collège Colette Besson,22,89,2.384923514053723,48.866422144792516,100.0
0911443Z,Collège La Nacelle,18,153,2.460995665946544,48.59591619944623,83.0
0911152H,Collège Jean Moulin,19,214,2.248434854545303,48.580393325882895,86.0
0911025V,Collège Jean Lurçat,19,247,2.41118910185216,48.63932102544692,83.0
0910716J,Collège Jean Mermoz,19,74,2.3415313443860524,48.67265291675446,86.0
0920594W,Collège République,18,142,2.2058684840970253,48.90266920221561,90.0
0921394R,Collège André Doucet,20,119,2.1949574953418947,48.89987408541336,96.0
0921159K,Collège Edouard Manet,21,176,2.3324808932023453,48.932121430658675,99.0
0951401G,Collège La Justice,18,147,2.0711298311356345,49.04611545203748,99.0
0951098C,Collège Pablo Picasso,21,156,2.4170511837127484,48.97262225484858,94.0
0950900M,Collège Anatole France,22,91,2.387060632393486,48.98068018704452,85.0
0951945Y,Collège Victor Hugo,19,124,2.3819415024284494,48.997227791444985,79.0
0950945L,Collège Le Carré Sainte-Honorine,32,152,2.205176327072565,49.01080168845365,90.0
0780856G,Collège L'Agiot,15,118,1.9551752883200186,48.765969469302945,90.0
0780572Y,Collège Paul Verlaine,21,140,1.923487048771865,48.99811568027832,68.0
0781955B,Collège de Gassicourt,21,97,1.7039515622713195,48.9987566129931,86.0
0780720J,Collège Alexandre Dumas,23,145,1.9452865320800716,48.76999134343561,83.0
0781101Y,Collège Le Corbusier,20,112,2.0272209979601326,48.92341683080588,79.0
0780577D,Collège Romain Rolland,22,103,2.200310221431235,48.942937619644574,87.0
0780187E,Collège Youri Gagarine,22,112,1.9784158927616389,48.774680346556735,69.0
9741313J,Collège Jean le Toullec,23,150,55.30734477345553,-20.949446190878465,76.0
9740085Z,Collège de Trois Bassins,24,111,55.29652293008688,-21.10363300877319,77.0
9740598G,Collège de Mille Roches,23,267,55.64962365862333,-20.969430237531494,82.0
9740703W,Collège Cambuston - Claude MAHOUDEAUX,37,164,55.64613866718843,-20.928633896464916,73.0
9741386N,Collège Chemin Morin,20,204,55.64595319235297,-20.967961128124884,90.0
9740618D,Collège Boris GAMALEYA Les Alizés,33,154,55.48545981655612,-20.899458351893493,75.0
9740018B,Collège Harry GRUCHET - La Chaloupe Saint-Leu,45,118,55.320418159864595,-21.151498636266556,73.0
9740091F,Collège Leconte de Lisle,24,193,55.41464365979838,-21.274360180227163,66.0
9740574F,Collège Paul Hermann,20,205,55.467574471887914,-21.33566788141962,92.0
9741049X,Collège Henri Matisse,21,141,55.45027490036867,-21.298704833773687,86.0
9720052Z,Collège Julia Nicolas,21,77,-61.06635696326365,14.605006324249858,85.0
9720708M,Collège Jenny Alpha  (Ex Dillon 2),34,85,-61.04298971619976,14.608342157568362,80.0
9720495F,Collège Trianon,15,61,-60.911570334238235,14.6205289328091,90.0
9720028Y,Collège Eugène Mona,19,32,-61.028060175710884,14.822176085558363,90.0
9720861D,Collège Robert 3,16,104,-60.944479541332306,14.67003560334826,76.0
9720031B,Collège du Vauclin,18,61,-60.8377396567457,14.544374146057097,73.0
9720021R,Collège Belle étoile,20,151,-61.035970173931496,14.676934247872456,92.0
9720446C,Collège Louis Delgrès,21,54,-61.176969904936946,14.748124212266207,65.0
9760094Y,Collège de Dzoumogné,20,321,45.116973923871456,-12.721798071687594,93.0
9760042S,Collège de Tsimkoura,20,228,45.15056004907721,-12.934883004912948,73.0
9760369X,Collège de Majicavo,19,478,45.22739594336193,-12.753444067604319,84.0
9760308F,Collège de Passamaïnty,22,397,45.20577099537141,-12.798448897785606,90.0
9760368W,Collège de Kwalé,16,374,45.19920683560488,-12.80548562549363,77.0
9760371Z,Collège de Ouangani,19,261,45.128812096047305,-12.841158159262088,89.0
9760180S,Collège Mariama Salim de Sada,29,260,45.106877904070366,-12.850275915080264,92.0
9760274U,Collège de Tsingoni,19,394,45.12599994576025,-12.790236666879142,88.0
0141136J,Collège Pierre Varignon,23,66,-0.33301993990372764,49.19663021261219,84.0
0141363F,Collège Nelson Mandela,22,94,-0.34496018915318594,49.201004362430716,75.0
0141315D,Collège Pierre Simon de Laplace,31,52,0.24745942754909922,49.144149756776294,90.0
0270022C,Collège Navarre,15,154,1.1205976152308446,49.01830934776607,79.0
0271104D,Collège Henri Dunant,20,96,1.1743405373788414,49.029706084232835,82.0
0271289E,Collège Cervantès,17,133,1.4955204950162229,49.075089805433215,80.0
0501205N,Collège les Provinces,21,78,-1.6298799572344473,49.62796998464379,90.0
0501206P,Collège Jacques Prévert,23,89,-1.4305901607271578,49.05436094146021,86.0
0761703N,Collège Albert Camus,20,80,1.106732011998031,49.926466699932085,86.0
0762080Y,Collège Henri Matisse,21,64,1.0017386409405615,49.351485882868495,59.0
0761780X,Collège Georges Braque,22,105,1.1409481889299682,49.44725667477171,97.0
0761647C,Collège Paul Eluard,19,99,1.1010069913550966,49.39178218993487,81.0
0240119Z,Collège Eugène Le Roy,21,117,0.46965241109631145,44.839059144812694,75.0
0240047W,Collège Jean Moulin,19,87,0.6876523836577759,45.19259699739512,85.0
0240052B,Collège Anne Frank,18,97,0.6795121801510681,45.19614032515332,82.0
0240056F,Collège des trois Vallées,25,79,0.7122662901331184,45.02510355831413,82.0
0331753B,Collège Blanqui,15,74,-0.5504623950780059,44.873897200336074,81.0
0331885V,Collège Jean Jaurès,19,163,-0.5166386585386282,44.86285258870648,93.0
0332190B,Collège Alfred Mauguin,22,134,-0.5967387196056518,44.772249000783766,80.0
0331895F,Collège Montaigne,17,99,-0.5168973506847918,44.87379527053053,67.0
0330163Y,Collège Élie Faure,18,128,0.20311419962138558,44.84251417619523,91.0
0331888Y,Collège du Val de Saye,22,200,-0.41145166104362557,45.139329958860735,77.0
0470104H,Collège Germillac,17,123,0.3180975641873742,44.392801187358835,89.0
0171117X,Collège Fabre d'Eglantine,25,146,-1.1165800235315764,46.15199517898842,98.0
0790945Y,Collège Georges Clemenceau,26,72,-0.6680974193606131,46.82048437622817,92.0
0790004A,Collège Molière,15,41,-0.275900840150203,47.080476110737266,90.0
0860799B,Collège Jules Verne,19,141,0.35596906854496185,46.595747066157315,93.0
0860702W,Collège Jean Macé,17,87,0.5231316811789254,46.81861577368733,81.0
0860723U,Collège Pierre de Ronsard,25,161,0.3510568553434422,46.56867100550213,84.0
0110666P,Collège le Bastion,18,144,2.3489003077811836,43.216445674713256,88.0
0300947S,Collège Alphonse Daudet,23,154,4.085849458058714,44.13529242355033,76.0
0301211D,Collège Le Bosquet,18,138,4.620730287877942,44.15571224620921,74.0
0301208A,Collège Eugène Vigne,20,141,4.637780315203951,43.81046622018786,87.0
0300025P,Collège Romain Rolland,22,91,4.390210182026013,43.84465294317107,90.0
0300059B,Collège Jules Verne,19,125,4.342960542049971,43.829639151131474,81.0
0300062E,Collège Capouchiné,18,122,4.3569599691475265,43.8224816363969,78.0
0300929X,Collège Mont Duplan,19,144,4.36424053264871,43.843305820120975,91.0
0300037C,Collège Jean Vilar,18,185,4.434667601331774,43.685516150351695,93.0
0301721H,Collège Jean-Louis Trintignant,30,92,4.414770354406607,44.028519592034264,83.0
0340016H,Collège la Dullague,19,117,3.23350544036122,43.343229897748,75.0
0340025T,Collège des Deux Pins,21,166,3.751150125849816,43.453892120080134,74.0
0341278E,Collège Arthur Rimbaud,22,213,3.821589730549983,43.61667697617024,76.0
0340115R,Collège Paul Valéry,19,113,3.6915503474666664,43.40121709806816,73.0
0660522J,Collège Marcel Pagnol,21,185,2.8831061091102734,42.71239825182605,84.0
0120004P,Collège Jean Jaurès,19,26,2.282369802041451,44.5247234560744,77.0
0121273U,Collège Les Quatre Saisons,26,99,2.591880166563412,44.36708859452038,78.0
0311687R,Collège Léon Blum,17,144,1.326339574596636,43.6171357742803,95.0
0310086A,Collège George Sand,19,105,1.4087302727504742,43.58810548390916,81.0
0311718Z,Collège Nicolas-Louis Vauquelin,31,194,1.401209929218137,43.58260081396834,82.0
0810126X,Collège Jean-Louis Etienne,26,102,2.381522487049182,43.50612121753114,78.0
0810127Y,Collège Marcel Pagnol,21,65,2.369037459980548,43.492410330657265,75.0
0440283U,Collège Libertaire Rutigliano,29,115,-1.5406446092020099,47.240168666267195,80.0
0440311Z,Collège Ernest Renan,20,138,-1.6136695405072288,47.214555238777194,79.0
0441610L,Collège Gutenberg,17,129,-1.6115906201441996,47.24662501348978,85.0
0490060Z,Collège Jean Lurçat,19,54,-0.5268601217896858,47.48848490164326,82.0
0490783K,Collège Jean Mermoz,19,115,-0.5682399539106795,47.451685736805544,86.0
0530790W,Collège Jacques Monod,21,94,-0.7849304301383724,48.06578512638096,82.0
0720001K,Collège John Kennedy,20,125,0.1623149899466343,47.96491711362943,83.0
0720987G,Collège Costa-Gavras,20,76,0.23239798532346528,47.99431492236332,93.0
0040013T,Collège Le Mont d'Or,20,87,5.787123117417129,43.83528869404598,100.0
0040055N,Collège Jean Giono,18,151,5.776499993006937,43.82531251715252,78.0
0132572A,Collège Ampère,14,167,4.62668966743531,43.67347246794884,92.0
0131262B,Collège Jacques Prévert,23,153,5.432413527640791,43.325958622791504,72.0
0132404T,Collège Clair Soleil,20,119,5.385889532583953,43.323549135712575,71.0
0132491M,Collège Alexandre Dumas,23,174,5.392300067094302,43.31616344291976,69.0
0131885D,Collège Vallon des Pins,23,142,5.365884347481156,43.371399994209604,76.0
0131887F,Collège Elsa Triolet,20,96,5.355300391983345,43.37143648119913,71.0
0130079R,Collège Chape,13,112,5.389929945404755,43.29948966367911,93.0
0132322D,Collège Paul Eluard,19,121,4.992829441665292,43.41282157756637,74.0
0132007L,Collège Jacques Prévert,23,163,5.231344038358879,43.41697231810928,92.0
0131611F,Collège René Cassin,19,227,4.662029851916059,43.81837826589648,79.0
0050452P,Collège Les Hauts de Plaine,27,72,5.821639755386144,44.319785881767345,71.0
0840020R,Collège Clovis Hugues,21,159,5.047102900177587,43.83500193892284,82.0
0060799L,Collège les Mûriers,19,206,6.9668403330269175,43.55229685730878,73.0
0061174U,Collège Gérard Philipe,22,120,6.963340154600625,43.56994589845756,86.0
0060021R,Collège Saint-Hilaire,21,113,6.918969875601205,43.656755635436774,86.0
0060838D,Collège Simone Veil,19,125,7.279840042297537,43.70972069837187,82.0
0061001F,Collège Louis Nucera,20,167,7.289079514092393,43.72361668686263,76.0
0061129V,Collège Jules Romains,21,94,7.202090130979249,43.67792616163958,90.0
0030021G,Collège André Boutry,20,27,2.9382700300091456,46.73330275355253,70.0
0030119N,Collège Jules Verne,19,48,2.572359724427048,46.342987047039784,83.0
0260012X,Collège Daniel Faucher,22,102,4.8179899479361294,44.752095364622036,91.0
0261090U,Collège Gustave Jaume,21,93,4.698560426694903,44.3820803985102,74.0
0260850H,Collège Etienne-Jean Lapassat,29,177,5.082057492953541,45.0427292309842,91.0
0740911N,Collège Geneviève Anthonioz de Gaulle,37,230,6.57455970848442,46.063982140500364,97.0
0380356F,Collège Jules Vallès,20,104,5.680420097587849,45.195224607476455,89.0
0383370G,Collège Aimé Césaire,20,154,5.706289743106682,45.17360573035204,87.0
0382104F,Collège Louis Aragon,20,144,5.149710052183323,45.61853121196117,84.0
0730904L,Collège Combe de Savoie,23,183,6.371599818245207,45.66598411736003,93.0
0010802S,Collège Ampère,14,190,5.637920168031979,46.253597238029414,81.0
0420035K,Collège Jean de La Fontaine,27,135,4.0530801064527004,46.02819681803356,77.0
0421684C,Collège Albert Thomas,21,78,4.074189363998615,46.044164960692996,88.0
0421452A,Collège Gambetta,16,207,4.389219814473432,45.43407784755134,95.0
0421677V,Collège Claude Fauriel,22,114,4.387580161645071,45.443003263344345,94.0
0693834T,Collège Théodore Monod,22,129,4.903545049869182,45.730537988992765,94.0
0692157V,Collège Georges Brassens,24,166,4.975196301146557,45.76858335729128,87.0
0692419E,Collège Emile Malfroy,21,180,4.785457621860339,45.607240351037326,65.0
0690036P,Collège Victor Schoelcher,25,132,4.795596483244693,45.78884825806107,83.0
0690076H,Collège Marcel Pagnol,21,74,4.818619042548059,45.69940404147715,82.0
0692342W,Collège Alain,13,190,4.855460398189426,45.696744263891354,74.0
0692700K,Collège Marie Laurencin,23,217,4.444735523834281,45.89664118540146,68.0
0691793Z,Collège Jacques Duclos,22,122,4.921345641277431,45.75577238577945,68.0
0251395F,Collège Lou Blazer,18,171,6.791109347380717,47.49841073923035,80.0
0700787A,Collège Pierre et Marie Curie,29,175,6.762087449574923,47.58351364721891,88.0
0701192R,Collège des Thermes,19,143,6.364125661180154,47.82124200595169,98.0
0390883Y,Collège Maryse Bastié,21,146,5.468919719671181,47.08340082443504,80.0
0900351T,Collège Simone Signoret,23,101,6.840144019496699,47.629446451764224,79.0
0210024M,Collège Jean-François Champollion,33,121,5.073849533715506,47.33200748662968,74.0
0211357L,Collège Jean-Philippe Rameau,28,120,4.994749445961136,47.322807626205346,89.0
0580005R,Collège Bibracte,16,36,3.930719582927924,47.057963290389715,98.0
0580542Z,Collège Les Loges,17,106,3.1325601863409216,46.98487234584173,89.0
0580682B,Collège Les Courlis,19,95,3.1900798996697666,46.98089342674046,81.0
0710536X,Collège Jacques Prévert,23,112,4.845740006274551,46.81310830971988,71.0
0890977D,Collège Jacques Prévert,23,111,3.5047583866224055,47.96919238644468,88.0
0890024T,Collège Marcel Aymé,19,117,3.724208294661626,48.00206027940922,73.0
0890790A,Collège Champs Plaisants,24,229,3.3022489196375333,48.19287771997059,87.0
0350913C,Collège Clotilde Vautier,24,103,-1.6679296130380918,48.126256483139166,86.0
0280656L,Collège Tomas Divi,18,66,1.3507801999826137,48.079107364323185,84.0
