uai,nom_etablissement,nombre de lettre,_3eme_total,longitude,latitude,taux_de_reussite_g
0134022B,Collège Louise Michel,21,140,5.408539592042221,43.27658883799274,81.0
0131261A,Collège Auguste Renoir,22,97,5.408349520146369,43.32773029636164,75.0
0132313U,Collège Stéphane Mallarmé,25,112,5.43018344762998,43.330958835404665,82.0
0133775H,Collège Marie Laurencin,23,87,5.38785964493626,43.32037096854043,97.0
0131704G,Collège Arthur Rimbaud,22,132,5.348482706937176,43.34432893263555,81.0
0131605Z,Collège Henri Barnier,21,183,5.3438294872879935,43.3649273775508,78.0
0131931D,Collège Thiers,14,100,5.382610144906995,43.296854155506374,76.0
0133788X,Collège Jean-Claude Izzo,24,144,5.369271084312032,43.30735309691616,82.0
0131264D,Collège Versailles,18,135,5.375387663777026,43.31136866347166,90.0
0132208E,Collège Marcel Pagnol,21,106,5.04205763920382,43.41239943428008,82.0
0132214L,Collège Henri Fabre,19,126,5.250809992084071,43.44084480591727,82.0
0840758T,Collège Frédéric Mistral,24,129,4.801565250756268,43.94704107997609,92.0
0840699D,Collège Paul Eluard,19,119,4.745288125657382,44.275511517716396,70.0
0840664R,Collège Jules Verne,19,203,4.862076609008712,43.959249941349086,86.0
0840116V,Collège Jean Giono,18,174,4.799358691386506,44.12822441870911,79.0
0061130W,Collège Paul Langevin,21,225,7.196883172175359,43.768663732880455,80.0
0061240R,Collège Carnot,14,129,6.922150382885586,43.65587061065868,83.0
0061668F,Collège les Jasmins - Sainte Marguerite,39,121,6.94786989184647,43.64350927991546,92.0
0631120A,Collège Gérard Philipe,22,120,3.1150399561108566,45.79713209171927,81.0
0631522M,Collège Albert Camus,20,135,3.1076595294985236,45.80771203821128,85.0
0070006U,Collège Le Laoul,16,155,4.641560286850829,44.37986944804914,89.0
0260049M,Collège Jean Zay,16,146,4.900380073332593,44.935948417379606,77.0
0260978X,Collège Marcel Pagnol,21,159,4.924559994913046,44.94406940183675,92.0
0741139L,Collège Jean-Jacques Gallay,27,205,6.538230348768188,46.068421002685376,92.0
0382044R,Collège Pablo Picasso,21,112,5.697010377282649,45.144597689992025,59.0
0383056R,Collège Robert Doisneau,23,119,5.210609704464847,45.62077232607827,79.0
0382504R,Collège Georges Brassens,24,102,4.92644189871169,45.53069286816266,73.0
0010974D,Collège Victoire Daubié,23,163,5.24540999711648,46.20705911951749,65.0
0421919H,Collège Massenet Fourneyron,27,141,4.333899589658417,45.39922504104214,86.0
0421688G,Collège Jean Rostand,20,101,4.536359707872857,45.47898323665883,83.0
0691479H,Collège Joliot Curie,20,125,4.9145618813352545,45.7481619936372,90.0
0690060R,Collège Jean Mermoz,19,65,4.888826360955459,45.733786848574546,89.0
0691669P,Collège Victor Grignard,23,149,4.882625384599657,45.72483630367119,87.0
0694295U,Collège Alice Guy,17,125,4.86503535037878,45.736783372104966,78.0
0692703N,Collège Jean de Verrazane,25,97,4.8045964418779015,45.77380490983354,86.0
0691666L,Collège Aimé Césaire,20,133,4.9158810193013665,45.78502996666985,81.0
0691799F,Collège Louis Aragon,20,159,4.891154691482821,45.68991129669038,88.0
0691645N,Collège Faubert,15,122,4.721762515214991,45.991086928968,80.0
0251397H,Collège les Hautes Vignes,25,80,6.85640985034442,47.47165765562169,84.0
0700045U,Collège Albert Jacquard,23,182,6.507143184340383,47.68652859366494,73.0
0390924T,Collège Pré Saint-Sauveur,25,111,5.868670532163426,46.3794007022961,81.0
0900017E,Collège de Châteaudun,21,79,6.852888130471386,47.645771115844525,74.0
0211162Z,Collège Gaston Bachelard,24,65,5.00519949831528,47.315243324547,97.0
0580012Y,Collège Noël Berrier,20,32,3.683490280380998,47.25231366566169,83.0
0580669M,Collège Claude Tillier,22,98,2.923030447789512,47.40310380238856,82.0
0580599L,Collège Adam Billaut,20,97,3.1584886205988747,47.00666934303448,75.0
0711348E,Collège Jean Vilar,18,150,4.852881537595646,46.801975057165585,94.0
0710534V,Collège Robert Schuman,22,112,4.835703569402592,46.32001804781104,74.0
0710056A,Collège Jean Moulin,19,98,4.367085320753354,46.67345668102723,80.0
0711323C,Collège Les Épontots,20,65,4.418356320377742,46.78807515110052,79.0
0890937K,Collège Marie Noël,18,127,3.42230229289232,47.97624269014131,95.0
0220054P,Collège Jean Racine,19,131,-2.7510851598346853,48.50911833490083,89.0
0291087Z,Collège Max Jacob,17,140,-4.131380514595773,47.98751825049506,89.0
0350708E,Collège Paul Féval,18,148,-1.7654001329716966,48.53894707804135,93.0
0560020T,Collège Max Jacob,17,51,-2.5523393198124786,47.95977177139836,77.0
0562028A,Collège de Tréfaven,19,148,-3.3672429802018575,47.76232938786065,90.0
0280716B,Collège Pierre et Marie Curie,29,102,1.3878305301418516,48.73624196070582,87.0
0281060A,Collège Martial Taugourdeau,27,146,1.399099912029675,48.74240206211776,72.0
0280753S,Collège Nicolas Robert,22,150,1.361220145084155,48.7165647756616,80.0
0360496U,Collège Beaulieu,16,134,1.6723105008263761,46.804550699833506,91.0
0360541T,Collège Rosa Parks,18,103,1.7056699055203601,46.80038435949145,76.0
0370071B,Collège la Rabière,18,88,0.6683205684355672,47.3463353760834,83.0
0370766G,Collège Jacques Decour,22,75,0.7222894684723303,47.39415936499023,85.0
0370764E,Collège Jules Ferry,19,108,0.6824098044173388,47.37631569466951,71.0
0451450G,Collège Jean Mermoz,19,69,2.620949432387217,47.707951453192976,83.0
0450055R,Collège Etienne Dolet,21,153,1.90635010451614,47.883916757288006,64.0
6200006M,Collège Arthur Giovoni,22,168,8.74855512535525,41.94145744400021,89.0
7200012A,Collège Saint-Joseph,20,79,9.447592957238072,42.69051320906186,86.0
7200612C,Collège Giraud,14,155,9.446977797288765,42.697546140832365,87.0
0540111C,Collège Jacques Callot,22,117,6.161119410728105,48.66599311776567,79.0
0541515D,Collège Simone de Beauvoir,26,122,6.174680164132446,48.65174692130823,78.0
0570326V,Collège Claudie Haigneré,24,126,6.817740550247311,49.15473021261919,68.0
0573244S,Collège René Cassin,19,160,6.198930398168907,49.300426963854264,89.0
0570069R,Collège Jules Lagneau,21,121,6.197589709110649,49.1200744448891,78.0
0572166V,Collège Paul Valéry,19,185,6.218159405457773,49.10919627118946,82.0
0572587C,Collège Jean Jaurès,19,144,7.0490399063376366,49.10344695113353,83.0
0080105W,Collège Jules Ferry,19,48,4.735030247608767,49.853948041026854,91.0
0080910W,Collège Turenne,15,84,4.946699668278866,49.6992311347161,92.0
0100009F,Collège Albert Camus,20,144,4.03975640245375,48.310704200304684,88.0
0100019S,Collège de la Villeneuve,24,143,4.055670107863366,48.28282488686578,99.0
0100947A,Collège Pierre et François Pithou,33,148,4.061640289744202,48.3075441897081,84.0
0520822L,Collège Cressot,15,90,5.156077998088681,48.44041161771185,88.0
0520050X,Collège Luis Ortiz,18,116,4.966639632648322,48.63874685362223,87.0
0510011K,Collège Perrot d'Ablancourt,27,137,4.368359903609187,48.95009801777346,69.0
0511251H,Collège Joliot-Curie,20,115,4.005970510389876,49.231894423087184,73.0
0511254L,Collège François Legros,23,166,4.011479492261338,49.236645762376725,91.0
0670004R,Collège le Ried,15,197,7.7638122050810265,48.61889807818501,70.0
0680110A,Collège Jean Macé,17,160,7.294382433052226,47.73355948572547,80.0
0681395X,Collège François Villon,23,188,7.311441390251784,47.75197271083666,76.0
9710072B,Collège Jules Michelet,22,52,-61.53550846137415,16.237373451975248,84.0
9730125Y,Collège Henri Agarande (Kourou I),33,224,-52.6434566655344,5.16503496121208,75.0
9730237V,Collège Victor Schoelcher (Kourou II),37,144,-52.66853741637755,5.155554172459006,74.0
9730192W,Collège Léo Othily,18,151,-53.7793200392691,5.671095321792683,91.0
9730394R,Collège Arsène Bouyer D'Angoma (Saint-Laurent V),48,223,-54.03134916195046,5.483738878440353,88.0
0021826Z,Collège Jean Rostand,20,205,3.38393437237485,49.05854164952275,89.0
0020024R,Collège Anne de Montmorency,27,119,3.5069395918693513,49.198904893242904,85.0
0601471Y,Collège Jean Fernel,19,166,2.397400300741368,49.38437183612887,98.0
0601449Z,Collège Jules Michelet,22,141,2.4826495599082716,49.26291200924911,92.0
0601191U,Collège du Thelle,17,149,2.1241894929551774,49.23063643280627,70.0
0601178E,Collège Anatole France,22,188,2.437900460854897,49.26079517459383,88.0
0601297J,Collège Louis Pasteur,21,156,3.015309560285732,49.585491608989635,72.0
0601821D,Collège Emile Lambert,21,119,2.4906196170819275,49.292149071415714,87.0
0800029X,Collège Jean Rostand,20,155,2.336124610540266,50.15607697220997,73.0
0801341Y,Collège Louise Michel,21,124,2.780002233952314,49.70433315333516,82.0
0590050J,Collège Josquin des Prés,24,127,3.585310527359675,50.4584602905091,77.0
0590200X,Collège Robespierre,19,107,2.351990212137265,51.03061093896889,88.0
0594879H,Collège Joliot Curie,20,70,4.06094930878839,50.01822260004242,81.0
0592634T,Collège Antoine de Saint-Exupéry,32,141,3.909300273180787,50.24532696812899,70.0
0594309N,Collège Pierre de Ronsard,25,130,3.901209519412997,50.253684615272356,79.0
0595337F,Collège Jean Rostand,20,172,3.5324106161619833,50.099125633511356,89.0
0595172B,Collège Eugène Thomas,21,242,3.645209621701694,50.24844416685529,90.0
0593179K,Collège Claude Lévi-Strauss,27,111,3.036739502459178,50.63147124244808,92.0
0593235W,Collège Boris Vian,18,96,3.0941300893778436,50.63057676788112,79.0
0590155Y,Collège Descartes,17,102,3.1070795554789647,50.6356690520175,69.0
0596529B,Collège intercommunal Maurice Schumann,38,114,3.2054296343625706,50.375061829305764,71.0
0590190L,Collège Jean-Baptiste Lebas,27,111,3.1830697839593847,50.68101814010843,81.0
0594644C,Collège Lavoisier,17,103,3.55778945950352,50.364495736345354,83.0
0593680E,Collège Chasse Royale,21,84,3.5038220362532377,50.355747136749194,89.0
0590238N,Collège Romain Rolland,22,75,3.107990599187455,50.38602048362716,87.0
0622576N,Collège Vauban,14,106,1.8331704068499097,50.94828933426335,83.0
0623919Y,Collège Léonard de Vinci,24,119,2.9759097447360388,50.4968304789591,76.0
0622098U,Collège Emile Zola,18,99,2.918329570093103,50.4287649601296,87.0
0620096T,Collège Jean Macé,17,118,2.938790907188865,50.41155165553044,85.0
0622868F,Collège Jean Jaurès,19,134,2.7992097018058164,50.440104907023624,88.0
0622239X,Collège Jean de Saint-Aubert,28,79,3.0163594766506727,50.48105884244267,79.0
0771420A,Collège Beaumarchais,20,152,2.9125511571538625,48.94874387341907,97.0
0771070V,Collège Fréderic Chopin,23,92,2.639678808887983,48.55428096914178,86.0
0772191N,Collège La Boétie,17,135,2.5933425139085493,48.630174833280144,93.0
0771176K,Collège Jules Verne,19,124,3.2912229046449064,48.54459932438809,81.0
0772274D,Collège La Grange du Bois,25,161,2.581734712661134,48.585338234065674,86.0
0931379U,Collège Pablo Neruda,20,177,2.5188994447044384,48.95051721003936,82.0
0932310F,Collège Christine de Pisan,26,167,2.4947364215917096,48.94784861705289,78.0
0930900Y,Collège Jean-Pierre Timbaud,27,161,2.468565537243213,48.90649611975704,89.0
0931194T,Collège République,18,204,2.435217954913491,48.90679137877798,78.0
0931711E,Collège Jean Renoir,19,126,2.47330599009689,48.90301247946519,91.0
0931860S,Collège Pierre Brossolette,26,162,2.4878894507438734,48.90167190949877,87.0
0930616P,Collège Romain Rolland,22,169,2.548589480395309,48.90426323126266,86.0
0932366S,Collège Robert Doisneau,23,157,2.5459725874189942,48.912290326662045,79.0
0931199Y,Collège Aretha Franklin (ex Paul Langevin),42,168,2.4242097754084098,48.92320869507294,89.0
0932311G,Collège Théodore Monod,22,147,2.558450857205455,48.87822189413382,89.0
0932580Z,Collège Jacqueline de Romilly,29,142,2.445331658890117,48.9433451912255,88.0
0931439J,Collège Marie Curie,19,170,2.4246832951309445,48.887663246918464,78.0
0931546A,Collège Jean Jaurès,19,183,2.5604107693443665,48.89785832936402,85.0
0931211L,Collège Marais de Villiers,26,85,2.433803421323845,48.869525943428826,84.0
0931212M,Collège Lenain de Tillemont,27,109,2.461162862092738,48.85948704920163,83.0
0931223Z,Collège Gustave Courbet,23,196,2.362944286139678,48.94917843236779,81.0
0931231H,Collège Pierre de Geyter,24,135,2.3523546266562696,48.93283839694313,88.0
0932273R,Collège Iqbal Masih,19,137,2.3607399238348705,48.9119109249613,85.0
0931979W,Collège Georges Brassens,24,192,2.5365920570459806,48.93900977985926,79.0
0931225B,Collège Joliot Curie,20,156,2.3853256347000116,48.9565325903814,86.0
0931607S,Collège Jean Jaurès,19,163,2.550638880906192,48.94924832230904,68.0
0941095E,Collège Paul Eluard,19,158,2.4825566041789147,48.768196928477295,97.0
0941092B,Collège Elsa Triolet,20,97,2.551202907023546,48.80350498297044,76.0
0941299B,Collège Paul Vaillant-Couturier,31,218,2.540472333783582,48.813289883659344,70.0
0940787V,Collège Nicolas Boileau,23,97,2.5547957369700085,48.80448794709731,70.0
0940003T,Collège Amédée Laplace,22,84,2.468276499660144,48.780804159789454,80.0
0940516A,Collège Fréderic et Irène Joliot-Curie,38,201,2.4744208866508903,48.85257611696547,83.0
0941296Y,Collège Jean Macé,17,136,2.48038882812426,48.85651971631681,95.0
0941099J,Collège Rosa Parks,18,120,2.3457206277302776,48.81370212196632,62.0
0941044Z,Collège Robert Desnos,21,131,2.4097993928312675,48.74701182417946,93.0
0941034N,Collège Joseph Lakanal,22,121,2.383360402437281,48.793714454965944,82.0
0753047E,Collège la Grange aux Belles,28,99,2.36663484936782,48.87798486820767,79.0
0753937X,Collège Evariste Galois,23,94,2.358378890375754,48.81844211962522,84.0
0752958H,Collège Boris Vian,18,116,2.3044618292910357,48.89057669497499,69.0
0751793S,Collège Maurice Utrillo,23,91,2.3454149761603635,48.898261142093936,78.0
0754706H,Collège Marie Curie,19,100,2.350666344782148,48.893240051158365,90.0
0752606A,Collège Georges Méliès,22,98,2.3704248854812326,48.88817446032677,81.0
0752556W,Collège Hélène Boucher,22,112,2.406968028836891,48.84781801734053,82.0
0755241P,Collège Colette Besson,22,87,2.384923514053723,48.866422144792516,79.0
0910714G,Collège Albert Camus,20,84,2.5198601359297634,48.70668044934398,69.0
0911443Z,Collège La Nacelle,18,203,2.460995665946544,48.59591619944623,86.0
0912173T,Collège Galilée,15,124,2.445047674355642,48.61958077228199,83.0
0911255V,Collège Albert Camus,20,145,2.252485582024741,48.58012827715857,74.0
0910678T,Collège Jean Macé,17,139,2.3405164367874947,48.64048088017372,91.0
0910971L,Collège Les Sablons,19,177,2.363517042010605,48.66873268234934,79.0
0921545E,Collège André Malraux,21,183,2.276999947399213,48.92650988510041,83.0
0921623P,Collège Jean Jaurès,19,155,2.3074839689415936,48.906067935859944,94.0
0920594W,Collège République,18,120,2.2058684840970253,48.90266920221561,90.0
0921940J,Collège Paul Eluard,19,90,2.2228763890998566,48.89365165961424,90.0
0921543C,Collège Georges Pompidou,24,148,2.3274772079073496,48.94119514765646,95.0
0951401G,Collège La Justice,18,176,2.0711298311356345,49.04611545203748,89.0
0952036X,Collège Henri Matisse,21,151,2.3985716588527346,48.9690266284633,88.0
0950895G,Collège Simone Veil,19,136,2.0832364383798323,49.04470945718989,85.0
0950037Z,Collège Jean Zay,16,115,2.2809362340796877,48.963422260771466,88.0
0951993A,Collège Martin Luther King,26,162,2.3862797602839376,49.00527386757813,89.0
0780856G,Collège L'Agiot,15,143,1.9551752883200186,48.765969469302945,92.0
0780255D,Collège Albert Thierry,22,135,1.7480604194085383,48.99785974657149,83.0
0781955B,Collège de Gassicourt,21,99,1.7039515622713195,48.9987566129931,76.0
0781977A,Collège Clemenceau,18,88,1.6874588993918225,48.9992770233984,81.0
0780569V,Collège La Vaucouleurs,22,160,1.7146183096453742,48.96377742593445,79.0
0780420H,Collège Blaise Pascal,21,146,1.9492702670522102,48.82476505570136,86.0
0781101Y,Collège Le Corbusier,20,118,2.0272209979601326,48.92341683080588,74.0
9740096L,Collège Alsace Corré,20,74,55.47364462060809,-21.134242579661176,88.0
9740037X,Collège Gaston Crochet,22,133,55.62768091608149,-21.137412854368446,85.0
9740548C,Collège Edmond Albius,21,186,55.30509570148501,-20.934071796017093,75.0
9740812P,Collège l'Oasis,15,171,55.29997213425819,-20.94292439280603,79.0
9741045T,Collège Titan,13,146,55.29129762902777,-20.94256222376392,80.0
9740083X,Collège Amiral Pierre Bouvet,28,141,55.71872706153563,-21.04490310971959,89.0
9740702V,Collège Hubert Delisle,22,168,55.708168186384896,-21.032460287583415,74.0
9740080U,Collège Bourbon,15,228,55.452245233221355,-20.885100424269222,87.0
9740018B,Collège Harry GRUCHET - La Chaloupe Saint-Leu,45,126,55.320418159864595,-21.151498636266556,85.0
9741189Z,Collège Jean Lafosse,20,168,55.40061992985625,-21.269996658546088,87.0
9740035V,Collège Célimène Gaudieux,25,195,55.26780516630669,-21.088562179504176,82.0
9740039Z,Collège Albert Lougnon,22,224,55.29541656597488,-21.040354032871043,39.0
9740574F,Collège Paul Hermann,20,183,55.467574471887914,-21.33566788141962,100.0
9740576H,Collège les Tamarins,20,96,55.476299171650176,-21.3377742060901,85.0
9740811N,Collège Terre Sainte,20,168,55.48971590341287,-21.346637433006148,81.0
9720412R,Collège Fernand Donatien,24,111,-61.045149684748765,14.607765645215366,70.0
9720447D,Collège Gérard Café,19,91,-60.862970368613645,14.471266306754242,74.0
9720019N,Collège Paul Symphor,20,80,-60.94006428124379,14.68051029284604,89.0
9720513A,Collège Emmanuel Saldès,23,76,-60.99899027082465,14.785477110407468,90.0
9760179R,Collège de Bandrelé,19,227,45.195229265165956,-12.914362602684255,91.0
9760042S,Collège de Tsimkoura,20,252,45.15056004907721,-12.934883004912948,84.0
9760162X,Collège de Kawéni,17,331,45.22372172962821,-12.769912365713084,79.0
0692337R,Collège Lamartine,17,128,4.916918126529449,45.75062425675254,87.0
0250003T,Collège Jean Bauhin,19,139,6.849090225779805,47.47951278049735,67.0
0251116C,Collège Les Clairs Soleils,26,148,6.058809727271883,47.25213678280834,84.0
0700786Z,Collège Jacques Brel,20,147,6.169519556206805,47.632314175580554,72.0
0580669M,Collège Claude Tillier,22,103,2.923030447789512,47.40310380238856,81.0
0580599L,Collège Adam Billaut,20,109,3.1584886205988747,47.00666934303448,89.0
0711348E,Collège Jean Vilar,18,137,4.852881537595646,46.801975057165585,86.0
0711135Y,Collège Antoine de Saint-Exupéry,32,101,4.370472644033587,46.67937522726497,90.0
0890937K,Collège Marie Noël,18,121,3.42230229289232,47.97624269014131,78.0
0220054P,Collège Jean Racine,19,78,-2.7510851598346853,48.50911833490083,82.0
0350760L,Collège Cleunay,15,134,-1.709250420726049,48.098814254968495,85.0
0350963G,Collège les Hautes Ourmes,25,112,-1.649410128522291,48.08946765302947,89.0
0351851X,Collège la Binquenais,21,89,-1.6632694028595163,48.09048614864535,77.0
0180037T,Collège Edouard Vaillant,24,130,2.06710967051571,47.22901276343106,98.0
0280656L,Collège Tomas Divi,18,53,1.3507801999826137,48.079107364323185,89.0
0280865N,Collège Louis Armand,20,152,1.353549589956368,48.73835319249141,91.0
0280803W,Collège Edouard Herriot,23,142,1.449800104604184,48.439255747831666,83.0
0280024Z,Collège Marcel Pagnol,21,111,1.3314068328852184,48.734362677158444,72.0
0360496U,Collège Beaulieu,16,89,1.6723105008263761,46.804550699833506,81.0
0370791J,Collège Arche-du-Lude,21,62,0.6506603450186224,47.346168623440334,84.0
0371391L,Collège Stalingrad,18,91,0.729730012687513,47.390112723691864,75.0
0371158H,Collège la Bruyère,18,70,0.681989836662814,47.419767086502176,70.0
0451544J,Collège André Chêne,19,149,1.9122506312627523,47.93325544876024,87.0
0450936Y,Collège Jean Rostand,20,110,1.9270330428671327,47.92103480258824,82.0
6200084X,Collège du Stilettu,19,144,8.775446258416242,41.94500358104066,87.0
6200041A,Collège Jean Nicoli,19,76,8.901121308670726,41.67456824685333,90.0
7200160L,Collège Henri Tomasi Penta di Casinca,37,128,9.505674437286494,42.45178925697593,80.0
0541565H,Collège Croix de Metz,21,122,5.896819824306622,48.69190000397324,74.0
0573268T,Collège Robert Schuman,22,73,6.934230187932992,49.165711612421944,89.0
0572690P,Collège Jacques-Yves Cousteau,29,114,6.7109404714696375,49.209400182021675,82.0
0572187T,Collège Alexandre Dreux,23,67,6.684009451449142,49.07671268949892,97.0
0572180K,Collège Pierre Adt,18,136,6.892720395707076,49.17944235060765,90.0
0570326V,Collège Claudie Haigneré,24,121,6.817740550247311,49.15473021261919,92.0
0573244S,Collège René Cassin,19,167,6.198930398168907,49.300426963854264,93.0
0080894D,Collège Salengro,16,67,4.722190512361697,49.75156084497803,82.0
0080954U,Collège Bayard,14,53,4.718519538021718,49.757769604557474,95.0
0080017A,Collège les Aurains,19,72,4.705629861795017,49.99152690428677,77.0
0080839U,Collège Pasteur,15,83,4.857620152158673,49.73617300991933,95.0
0100787B,Collège Paul Langevin,21,121,3.7278704281470656,48.52134377125562,83.0
0100905E,Collège le Noyer Marchand,25,147,3.719370530973969,48.518326931336844,85.0
0511474A,Collège Pierre Gilles de Gennes,31,71,4.590709492301247,48.71230434278272,93.0
0511251H,Collège Joliot-Curie,20,88,4.005970510389876,49.231894423087184,94.0
0670065G,Collège Leclerc,15,144,7.731634119330065,48.60898317794813,84.0
0681127F,Collège Bourtzwiller,20,172,7.3327449311828765,47.77567910678468,62.0
9710406P,Collège Germain Saint-Ruf,25,139,-61.56454612175841,16.04362725672896,79.0
9710826W,Collège Saint-John-Perse,24,162,-61.531639967733206,16.24949786832079,89.0
9710072B,Collège Jules Michelet,22,70,-61.53550846137415,16.237373451975248,90.0
9710023Y,Collège Bébel,13,146,-61.68850991138755,16.324429988614693,88.0
9730020J,Collège Auxence Contout,23,284,-52.32393839584209,4.937997093332722,81.0
9730125Y,Collège Henri Agarande (Kourou I),33,256,-52.6434566655344,5.16503496121208,82.0
9730206L,Collège Just Hyasine,20,204,-52.478159667705064,5.013046631785412,83.0
9730374U,Collège Antoine Sylvère Felix,29,226,-52.407216581988564,4.92306509984753,81.0
9730192W,Collège Léo Othily,18,154,-53.7793200392691,5.671095321792683,75.0
9730145V,Collège Elie Castor,19,65,-52.9548402375789,5.381882938020907,81.0
0021826Z,Collège Jean Rostand,20,185,3.38393437237485,49.05854164952275,83.0
0020024R,Collège Anne de Montmorency,27,119,3.5069395918693513,49.198904893242904,85.0
0020030X,Collège Camille Desmoulins,26,95,3.636139990380132,49.904117444645166,85.0
0021518P,Collège Marie de Luxembourg,27,122,3.364100416390511,49.66395473671849,76.0
0020055Z,Collège Gabriel Hanotaux,24,88,3.2736201480068536,49.86071885144114,74.0
0601190T,Collège Charles Fauqueux,24,134,2.080820339683501,49.41636219923293,73.0
0601177D,Collège Jean-Jacques Rousseau,29,165,2.4828999117810087,49.25038471151,79.0
0593246H,Collège Desrousseaux,20,155,2.89093017010974,50.68857024739166,84.0
0595175E,Collège Fénelon,15,116,3.2289302757058485,50.1757149656532,78.0
0595190W,Collège Gayant,14,67,3.124549464711073,50.40191279499383,90.0
0590200X,Collège Robespierre,19,114,2.351990212137265,51.03061093896889,76.0
0592751V,Collège Félicien Joly,21,114,3.3574295054584917,50.33786460186301,91.0
0592830F,Collège Jean Zay,16,73,3.063599555138808,50.60722395909997,84.0
0593486U,Collège Félicien Joly,21,57,3.571800073022058,50.43703364705557,81.0
0595782P,Collège du Moulin,17,77,2.3041700698011334,51.01131527401728,81.0
0594632P,Collège Raymond Devos,21,106,3.187780607305509,50.661150305771635,87.0
0590109Y,Collège Eugène Thomas,21,71,4.105949712670817,50.29315859345641,75.0
0593482P,Collège Fréderic Joliot Curie,29,94,3.1725305000597075,50.38278261710616,84.0
0593177H,Collège Jean Zay,16,53,2.9855001431691313,50.64774962781398,80.0
0594881K,Collège Martha Desrumaux,24,102,3.084840391287406,50.63901029289493,76.0
0594533G,Collège Voltaire,16,162,3.3554093031083663,50.314703750485606,74.0
0593178J,Collège François Rabelais,25,123,3.1175204647683668,50.641728868012265,77.0
0594290T,Collège Henri Matisse,21,79,3.026609554977936,50.457575681553536,88.0
0594865T,Collège Anatole France,22,64,3.080530699112658,50.6118171943921,83.0
0590190L,Collège Jean-Baptiste Lebas,27,107,3.1830697839593847,50.68101814010843,88.0
0593185S,Collège Anatole France,22,163,3.114949443162363,50.361329331555964,82.0
0590238N,Collège Romain Rolland,22,67,3.107990599187455,50.38602048362716,88.0
0622863A,Collège Adam de la Halle,24,135,2.7673305314071426,50.26837738946462,82.0
0622094P,Collège Jean Jaurès,19,153,2.4006094467249137,50.635453038636626,91.0
0622572J,Collège Jean Jaurès,19,110,1.6419865846343977,50.51822811167607,75.0
0622581U,Collège Gérard Philipe,22,123,2.9431206699958947,50.42149494047896,79.0
0620219B,Collège Danielle Darras Riaumont,32,83,2.784470023003672,50.41874727709966,82.0
0622087G,Collège Blaise Pascal,21,99,2.7194599930897345,50.46164187069234,78.0
0623018U,Collège Louis Pasteur,21,93,2.9906698743988436,50.47531115423204,88.0
0622434J,Collège Roger Salengro,22,112,1.6306095845429613,50.727617613334296,69.0
0623014P,Collège Paul Verlaine,21,172,2.794759744288523,50.3067041643579,79.0
0620170Y,Collège Paul Langevin,21,100,2.862969385858147,50.413317684274226,70.0
0932694Y,Collège Gisèle Halimi,21,0,2.383039998231103,48.90770848759252,75.0
0931195U,Collège Auguste Delaune,23,150,2.4625423058013696,48.9080996768158,81.0
0931612X,Collège Jean Zay,16,145,2.4803414933480394,48.91032303970648,91.0
0932366S,Collège Robert Doisneau,23,143,2.5459725874189942,48.912290326662045,87.0
0931200Z,Collège Pierre Semard,21,185,2.438192138110218,48.927126717358426,77.0
0931204D,Collège Marcel Cachin,21,154,2.4669536110319448,48.924156474276174,79.0
0931433C,Collège René Descartes,22,150,2.4442765970182965,48.948690059554245,82.0
0931439J,Collège Marie Curie,19,178,2.4246832951309445,48.887663246918464,91.0
0931151W,Collège Jean Moulin,19,123,2.4553719668858838,48.85957325186277,84.0
0932579Y,Collège Césaria Evora,21,121,2.460121583402077,48.8665853173967,86.0
0931485J,Collège Georges Braque,22,133,2.5381467317946145,48.867531472780165,83.0
0931216S,Collège Jean Jaurès,19,121,2.4120053569254494,48.91537682445213,66.0
0931217T,Collège Irène et Frédéric Joliot Curie,38,151,2.4051830816317805,48.89149709094539,79.0
0931222Y,Collège Pierre-André Houël,26,93,2.435378334246137,48.88345407682914,84.0
0930897V,Collège Paul Painlevé,21,147,2.5213004283582845,48.94021045953347,81.0
0931147S,Collège Barbara,15,142,2.369629184725014,48.95142148251619,81.0
0931149U,Collège Pierre Ronsard,22,193,2.5672349605234297,48.95871198079778,68.0
0931607S,Collège Jean Jaurès,19,129,2.550638880906192,48.94924832230904,88.0
0932038K,Collège Françoise Dolto,23,144,2.5494090293205547,48.95929737802488,82.0
0931206F,Collège Jean Vilar,18,142,2.3434594675069613,48.95284036866517,70.0
0941095E,Collège Paul Eluard,19,161,2.4825566041789147,48.768196928477295,63.0
0940787V,Collège Nicolas Boileau,23,111,2.5547957369700085,48.80448794709731,81.0
0940100Y,Collège Plaisance,17,102,2.4568773355610225,48.8005440727486,75.0
0941025D,Collège Georges Politzer,24,137,2.3927968519947727,48.80786344286523,91.0
0941781A,Collège Henri Wallon,20,124,2.381185722625792,48.81500527710868,89.0
0941603G,Collège Janusz Korczak,22,166,2.505851465400418,48.74247684439589,84.0
0941036R,Collège Karl Marx,17,86,2.3591802444927237,48.78459769818388,85.0
0750584C,Collège Valmy,13,92,2.3683182467577564,48.88162436114599,95.0
0752385K,Collège Elsa Triolet,20,111,2.3624994966288044,48.83141337152828,98.0
0752694W,Collège Camille Claudel,23,120,2.364556476993583,48.82057696005296,95.0
0752958H,Collège Boris Vian,18,96,2.3044618292910357,48.89057669497499,86.0
0750546L,Collège Georges Clemenceau,26,72,2.3515393760269885,48.88906742624847,85.0
0751793S,Collège Maurice Utrillo,23,91,2.3454149761603635,48.898261142093936,85.0
